Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,temperature,humidity,precipitation,cloud_cover,wind_speed,wind_direction,is_day,GHI,GTI
2022-01-02 19:00:00,2.9084,0.26516667,233.19566,12.516666,0.0,31.0,1001.0,1876.4,22.1,61,0.0,12,7.6,87,0,0.0,0.0
2022-01-02 20:00:00,3.3615,0.27150002,236.4265,14.276667,0.0,67.0,1027.0,2267.5,21.1,65,0.0,8,7.2,63,0,0.0,0.0
2022-01-02 21:00:00,3.0407667,0.26796666,239.10417,12.716666,0.0,72.0,1050.0,1918.7667,20.2,69,0.0,3,7.7,53,0,0.0,0.0
2022-01-02 22:00:00,1.518,0.23536666,242.19234,6.383333,0.0,25.0,150.0,1343.0,18.9,72,0.0,4,5.9,52,0,0.0,0.0
2022-01-02 23:00:00,0.43773332,0.2218,245.734,1.9966667,0.0,48.0,0.0,389.73334,18.0,75,0.0,0,7.2,53,0,0.0,0.0
2022-01-03 00:00:00,0.27636668,0.09906667,244.6075,1.2233334,0.0,2.0,0.0,274.36667,17.2,78,0.0,0,8.6,57,0,0.0,0.0
2022-01-03 01:00:00,0.3133,0.15190001,243.51933,1.4166666,0.0,35.0,0.0,278.3,17.9,74,0.0,0,7.4,51,0,0.0,0.0
2022-01-03 02:00:00,0.28446668,0.10906667,246.891,1.2566667,0.0,0.0,0.0,284.46667,16.9,78,0.0,0,7.1,15,0,0.0,0.0
2022-01-03 03:00:00,0.30993333,0.14776666,245.73184,1.4,0.0,34.0,0.0,275.93335,15.7,83,0.0,0,9.0,23,0,0.0,0.0
2022-01-03 04:00:00,1.0263333,0.080000006,245.507,4.1766667,0.0,4.0,753.0,269.33334,15.7,81,0.0,0,6.5,19,0,0.0,0.0
2022-01-03 05:00:00,0.2935,0.12193333,245.25317,1.2933333,0.0,28.0,0.0,265.5,15.3,84,0.0,0,8.0,27,0,0.0,0.0
2022-01-03 06:00:00,0.60999995,0.112900004,245.70433,2.6,0.0,5.0,0.0,605.0,15.4,84,0.0,0,7.1,49,0,0.0,0.0
2022-01-03 07:00:00,2.4504333,0.15300001,240.96234,10.22,5.0,27.0,678.0,1740.4333,16.7,78,0.0,0,8.0,82,1,27.0,40.3
2022-01-03 08:00:00,2.0821333,0.07373333,237.88034,8.726666,748.0,2.0,1041.0,291.13333,19.4,68,0.0,0,6.5,56,1,195.0,261.7
2022-01-03 09:00:00,1.6293334,0.08516667,237.40468,6.8166666,310.0,29.0,1036.0,254.33333,22.0,59,0.0,0,8.9,69,1,404.0,502.3
2022-01-03 10:00:00,1.3096334,0.052833334,239.0805,5.4266667,0.0,0.0,1050.0,259.63333,24.1,51,0.0,0,10.0,75,1,587.0,705.8
2022-01-03 11:00:00,1.5619334,0.12733333,239.771,6.4700003,0.0,31.0,1056.0,474.93332,25.6,43,0.0,0,8.5,78,1,717.0,848.5
2022-01-03 12:00:00,1.7560667,0.087299995,242.58,7.2466664,0.0,0.0,1081.0,675.06665,26.6,39,0.0,0,8.2,75,1,779.0,916.5
2022-01-03 13:00:00,1.6820667,0.1265,241.95416,6.94,0.0,32.0,1042.0,608.06665,27.3,37,0.0,0,7.8,68,1,767.0,903.3
2022-01-03 14:00:00,1.7330334,0.0493,242.1965,7.096667,0.0,0.0,1043.0,690.0333,27.5,36,0.0,0,7.4,67,1,683.0,811.9
2022-01-03 15:00:00,1.7843,0.10406666,242.42351,7.31,0.0,31.0,1079.0,674.3,27.3,36,0.0,0,7.3,70,1,535.0,649.6
2022-01-03 16:00:00,1.9493,0.20443334,242.38066,8.096666,0.0,0.0,1079.0,870.3,26.7,37,0.0,0,7.4,67,1,339.0,430.3
2022-01-03 17:00:00,2.1549,0.0978,238.72917,8.993333,0.0,20.0,1047.0,1087.9,24.5,48,0.0,0,5.1,86,1,130.0,185.5
2022-01-03 18:00:00,2.4025333,0.0791,236.6685,10.083333,0.0,15.0,1015.0,1372.5333,22.5,54,0.0,3,8.2,105,0,6.0,7.6
2022-01-03 19:00:00,2.6144998,0.20076667,235.32916,11.190001,0.0,546.0,0.0,2068.5,21.4,57,0.0,4,6.8,90,0,0.0,0.0
2022-01-03 20:00:00,3.0505667,0.12036667,234.52434,13.046666,0.0,30.0,795.0,2225.5667,20.2,63,0.0,54,6.9,43,0,0.0,0.0
2022-01-03 21:00:00,2.1697335,0.07173333,237.59084,9.240001,0.0,0.0,223.0,1946.7333,19.4,67,0.0,0,7.8,34,0,0.0,0.0
2022-01-03 22:00:00,1.7388,0.10796667,240.2115,7.25,0.0,531.0,0.0,1207.8,18.2,71,0.0,0,6.1,45,0,0.0,0.0
2022-01-03 23:00:00,1.5472666,0.1325,242.65933,6.6,0.0,1219.0,0.0,328.26666,17.4,74,0.0,0,6.6,41,0,0.0,0.0
2022-01-04 00:00:00,0.83713335,0.09283333,242.07115,3.5433335,0.0,58.0,489.0,290.13333,16.6,76,0.0,0,7.3,33,0,0.0,0.0
2022-01-04 01:00:00,0.35303333,0.07586667,241.80833,1.5699999,0.0,15.0,44.0,294.03333,16.2,77,0.0,0,7.6,5,0,0.0,0.0
2022-01-04 02:00:00,0.32723334,0.10573333,245.7795,1.4633334,0.0,38.0,0.0,289.23334,16.1,77,0.0,0,8.3,2,0,0.0,0.0
2022-01-04 03:00:00,0.3083,0.073,244.46317,1.3633333,0.0,10.0,0.0,298.3,15.4,79,0.0,0,8.0,355,0,0.0,0.0
2022-01-04 04:00:00,0.32783332,0.10246667,244.18651,1.5,0.0,43.0,0.0,284.83334,15.1,80,0.0,0,9.7,4,0,0.0,0.0
2022-01-04 05:00:00,0.30666667,0.07086667,243.07584,1.38,0.0,10.0,0.0,296.66666,15.5,79,0.0,0,8.4,10,0,0.0,0.0
2022-01-04 06:00:00,0.7963333,0.1068,242.02968,3.4666667,0.0,41.0,0.0,755.3334,15.3,80,0.0,0,9.2,42,0,0.0,0.0
2022-01-04 07:00:00,1.7856333,0.08443333,239.42618,7.5433335,0.0,0.0,444.0,1341.6333,16.7,74,0.0,0,8.3,95,1,26.0,39.3
2022-01-04 08:00:00,3.8790333,0.122433335,236.14633,16.54,561.0,1571.0,1026.0,721.0333,19.2,65,0.0,0,7.6,85,1,195.0,262.1
2022-01-04 09:00:00,1.6177667,0.08746667,239.57233,6.9633336,278.0,862.0,196.0,281.76666,21.7,58,0.0,0,10.2,80,1,406.0,504.7
2022-01-04 10:00:00,0.43713334,0.12576666,242.30566,1.9433333,0.0,85.0,0.0,352.13333,23.7,53,0.0,0,11.6,83,1,589.0,708.1
2022-01-04 11:00:00,2.3216333,0.084533334,240.325,9.863333,0.0,2061.0,0.0,260.63333,25.1,47,0.0,0,10.5,82,1,718.0,849.2
2022-01-04 12:00:00,0.43066666,0.1327,242.95866,1.9233334,0.0,175.0,0.0,255.66667,26.2,43,0.0,0,8.8,78,1,780.0,916.7
2022-01-04 13:00:00,0.30046666,0.08176667,243.60251,1.2933333,0.0,37.0,0.0,263.46667,26.9,39,0.0,0,8.5,78,1,768.0,903.9
2022-01-04 14:00:00,0.30213335,0.11886667,246.94583,1.3333334,0.0,45.0,0.0,257.13333,27.3,38,0.0,0,8.4,80,1,684.0,812.5
2022-01-04 15:00:00,0.42136666,0.08086667,241.74068,1.8066667,0.0,10.0,133.0,278.36667,27.1,37,0.0,0,9.4,88,1,536.0,649.8
2022-01-04 16:00:00,1.3721334,0.09166667,242.71434,5.613333,0.0,43.0,1082.0,247.13333,26.5,38,0.0,0,10.1,84,1,341.0,431.9
2022-01-04 17:00:00,2.1115,0.14443333,238.60667,8.843333,0.0,10.0,1046.0,1055.5,24.2,50,0.0,0,7.6,82,1,132.0,187.3
2022-01-04 18:00:00,2.2047,0.1033,237.64049,9.256667,0.0,44.0,1038.0,1122.7,22.0,59,0.0,0,7.8,77,0,6.0,9.2
2022-01-04 19:00:00,1.8421,0.07293333,241.08,7.6033335,0.0,3.0,699.0,1140.1,21.3,63,0.0,0,8.6,88,0,0.0,0.0
2022-01-04 20:00:00,2.9405334,0.23736666,241.32817,12.48,0.0,1614.0,0.0,1326.5333,20.3,68,0.0,0,7.2,96,0,0.0,0.0
2022-01-04 21:00:00,1.4428667,0.1065,240.87001,6.3433332,0.0,747.0,0.0,695.8667,19.1,74,0.0,0,6.4,128,0,0.0,0.0
2022-01-04 22:00:00,0.72,0.146,242.67934,3.0133333,0.0,70.0,0.0,650.0,17.8,81,0.0,0,9.2,138,0,0.0,0.0
2022-01-04 23:00:00,0.38369998,0.0671,246.62717,1.5833334,0.0,10.0,0.0,373.7,18.9,75,0.0,0,6.0,73,0,0.0,0.0
2022-01-05 00:00:00,0.45983332,0.146,245.81133,1.9866666,0.0,43.0,0.0,416.83334,16.5,87,0.0,0,7.4,43,0,0.0,0.0
2022-01-05 01:00:00,0.25866666,0.05666667,243.80534,1.1133333,0.0,10.0,0.0,248.66667,16.3,88,0.0,0,7.2,18,0,0.0,0.0
2022-01-05 02:00:00,0.78436667,0.1236,245.56749,3.243333,0.0,42.0,476.0,266.36667,18.1,77,0.0,1,4.7,58,0,0.0,0.0
2022-01-05 03:00:00,0.31003332,0.06846666,246.15083,1.3433334,0.0,10.0,42.0,258.03333,15.7,90,0.0,0,6.3,149,0,0.0,0.0
2022-01-05 04:00:00,0.289,0.097433336,246.43365,1.2466667,0.0,28.0,0.0,261.0,15.3,90,0.0,0,8.2,151,0,0.0,0.0
2022-01-05 05:00:00,0.2627,0.0772,244.79549,1.12,0.0,12.0,0.0,250.7,15.4,92,0.0,0,7.1,131,0,0.0,0.0
2022-01-05 06:00:00,0.2836,0.06656667,244.074,1.1800001,0.0,0.0,0.0,283.6,15.6,92,0.0,98,6.6,135,0,0.0,0.0
2022-01-05 07:00:00,1.5266334,0.1923,243.315,6.436667,0.0,31.0,280.0,1215.6333,16.4,91,0.0,0,5.4,160,1,26.0,38.1
2022-01-05 08:00:00,2.9176,0.088199995,239.79233,12.203334,0.0,577.0,1057.0,1283.6,19.4,81,0.0,48,4.8,153,1,195.0,262.0
2022-01-05 09:00:00,1.3855335,0.10836666,243.12283,5.6266665,0.0,32.0,1086.0,267.53333,22.3,69,0.0,51,5.7,145,1,407.0,506.3
2022-01-05 10:00:00,1.5102999,0.047166664,240.5805,6.25,0.0,194.0,1063.0,253.3,24.4,58,0.0,55,6.4,137,1,587.0,705.7
2022-01-05 11:00:00,2.8924,0.1652,240.51317,12.073334,0.0,1510.0,1062.0,320.4,25.9,50,0.0,43,6.4,128,1,709.0,836.5
2022-01-05 12:00:00,1.4210334,0.07213333,242.60634,5.826667,0.0,5.0,1081.0,335.03333,27.0,46,0.0,23,7.4,119,1,772.0,906.5
2022-01-05 13:00:00,1.4284,0.11016667,242.46767,5.8799996,0.0,28.0,1080.0,320.4,27.5,44,0.0,32,9.0,113,1,760.0,892.6
2022-01-05 14:00:00,1.2949001,0.09266666,244.0345,5.32,0.0,3.0,995.0,296.9,27.6,43,0.0,5,10.4,110,1,669.0,790.9
2022-01-05 15:00:00,0.28113332,0.071433336,245.71918,1.2366666,0.0,12.0,0.0,269.13333,27.3,43,0.0,87,11.3,112,1,529.0,639.1
2022-01-05 16:00:00,0.46843332,0.10916667,244.1135,2.07,0.0,19.0,0.0,449.43332,26.6,44,0.0,6,11.3,112,1,329.0,411.5
2022-01-05 17:00:00,0.5735,0.07736667,242.92067,2.3766668,0.0,0.0,0.0,573.5,24.7,52,0.0,0,9.4,113,1,131.0,183.4
2022-01-05 18:00:00,2.8368335,0.15796666,239.24068,11.8933325,0.0,31.0,631.0,2174.8333,22.6,58,0.0,0,9.2,116,0,6.0,9.1
2022-01-05 19:00:00,3.2486334,0.0877,236.73982,13.71,0.0,0.0,1031.0,2217.6333,21.4,63,0.0,0,7.9,114,0,0.0,0.0
2022-01-05 20:00:00,3.5754666,0.26553333,236.34517,15.136667,0.0,31.0,1027.0,2517.4666,20.4,68,0.0,0,7.4,119,0,0.0,0.0
2022-01-05 21:00:00,3.646067,0.1605,235.99234,15.403334,0.0,0.0,1024.0,2622.0667,19.6,72,0.0,0,7.4,133,0,0.0,0.0
2022-01-05 22:00:00,3.0589666,0.088099994,238.8605,12.753333,0.0,22.0,1049.0,1987.9667,18.9,75,0.0,0,7.4,129,0,0.0,0.0
2022-01-05 23:00:00,2.3817668,0.1534,242.39116,9.786667,0.0,8.0,1079.0,1294.7667,18.3,79,0.0,0,7.4,129,0,0.0,0.0
2022-01-06 00:00:00,1.5358666,0.15553333,243.42583,6.3233333,0.0,0.0,1088.0,447.86667,18.1,81,0.0,0,7.9,133,0,0.0,0.0
2022-01-06 01:00:00,1.3979666,0.12183333,243.69817,5.6866665,0.0,31.0,1091.0,275.96667,17.5,84,0.0,0,7.1,139,0,0.0,0.0
2022-01-06 02:00:00,1.2749001,0.039300002,243.65366,5.15,0.0,0.0,1032.0,242.9,17.2,85,0.0,0,7.8,146,0,0.0,0.0
2022-01-06 03:00:00,0.3026,0.11986666,244.56717,1.3333334,0.0,30.0,0.0,272.6,16.2,89,0.0,0,7.1,156,0,0.0,0.0
2022-01-06 04:00:00,0.24673334,0.0425,244.74017,1.02,0.0,0.0,0.0,246.73334,15.5,91,0.0,0,9.6,167,0,0.0,0.0
2022-01-06 05:00:00,0.2907,0.10583333,243.9495,1.2633334,0.0,23.0,0.0,267.7,16.3,91,0.0,0,7.2,162,0,0.0,0.0
2022-01-06 06:00:00,0.29566666,0.05316667,244.85051,1.2199999,0.0,8.0,0.0,287.66666,15.7,93,0.0,0,7.5,145,0,0.0,0.0
2022-01-06 07:00:00,1.2804667,0.08383334,241.29367,5.3700004,0.0,0.0,0.0,1280.4667,16.4,94,0.0,0,5.6,135,1,26.0,39.3
2022-01-06 08:00:00,1.5630333,0.15300001,239.49449,6.5933332,0.0,30.0,305.0,1228.0333,19.5,81,0.0,0,5.7,125,1,195.0,261.9
2022-01-06 09:00:00,2.5758002,0.0517,238.47768,10.78,666.0,562.0,1046.0,301.80002,22.4,66,0.0,0,9.5,127,1,408.0,506.9
2022-01-06 10:00:00,1.7677,0.0708,239.70601,7.4033337,569.0,31.0,890.0,277.7,24.6,53,0.0,0,11.4,125,1,596.0,716.5
2022-01-06 11:00:00,0.52496666,0.10783333,241.61133,2.3366666,0.0,0.0,0.0,524.9667,26.1,42,0.0,0,12.7,125,1,727.0,859.8
2022-01-06 12:00:00,0.81913334,0.13116667,242.67416,3.5833333,0.0,460.0,0.0,359.13333,27.1,37,0.0,0,13.7,125,1,788.0,925.6
2022-01-06 13:00:00,1.6882333,0.0645,241.79784,7.06,0.0,1192.0,233.0,263.23334,27.5,35,0.0,0,14.7,126,1,778.0,914.8
2022-01-06 14:00:00,1.0239,0.1185,243.3195,4.336667,0.0,72.0,500.0,451.9,27.6,35,0.0,0,14.2,126,1,694.0,823.5
2022-01-06 15:00:00,0.30740002,0.045700002,242.90633,1.3633333,0.0,10.0,0.0,297.4,27.3,36,0.0,0,14.2,126,1,545.0,659.9
2022-01-06 16:00:00,1.3600667,0.0969,239.90633,5.6233335,0.0,43.0,1037.0,280.06665,26.5,39,0.0,0,13.8,123,1,349.0,440.6
2022-01-06 17:00:00,1.7526333,0.14803334,235.01833,7.5333333,0.0,10.0,719.0,1023.63336,24.4,51,0.0,0,9.4,113,1,137.0,193.2
2022-01-06 18:00:00,2.4433,0.119833335,233.89433,10.416667,0.0,42.0,1006.0,1395.3,22.2,62,0.0,0,7.3,110,0,7.0,10.0
2022-01-06 19:00:00,2.1971333,0.09443334,235.0005,9.3566675,281.0,10.0,702.0,1204.1333,21.2,68,0.0,0,7.9,93,0,0.0,0.0
2022-01-06 20:00:00,2.4373667,0.25126666,234.50032,10.440001,249.0,36.0,257.0,1895.3667,20.5,71,0.0,0,8.0,85,0,0.0,0.0
2022-01-06 21:00:00,0.98226666,0.0443,238.31218,4.1033335,0.0,2.0,515.0,465.26666,19.5,76,0.0,0,6.2,83,0,0.0,0.0
2022-01-06 22:00:00,0.28026667,0.09346666,242.8665,1.2066667,0.0,12.0,0.0,268.26666,18.7,80,0.0,0,6.6,77,0,0.0,0.0
2022-01-06 23:00:00,0.27043334,0.08946667,245.35033,1.1733334,0.0,19.0,0.0,251.43333,18.6,79,0.0,27,6.6,81,0,0.0,0.0
2022-01-07 00:00:00,0.26693335,0.07913334,245.67818,1.1433333,0.0,0.0,0.0,266.93332,18.9,77,0.0,8,9.4,122,0,0.0,0.0
2022-01-07 01:00:00,0.27199998,0.092700005,244.45384,1.1733334,0.0,31.0,0.0,241.0,18.3,85,0.0,0,8.4,133,0,0.0,0.0
2022-01-07 02:00:00,0.26763335,0.07926667,246.83783,1.1433333,0.0,0.0,0.0,267.63333,17.7,92,0.0,0,8.1,122,0,0.0,0.0
2022-01-07 03:00:00,0.27386665,0.09353333,245.79283,1.1733334,0.0,31.0,0.0,242.86667,17.4,95,0.0,0,7.3,123,0,0.0,0.0
2022-01-07 04:00:00,0.26426667,0.07226667,245.35951,1.1366667,0.0,0.0,0.0,264.26666,17.1,95,0.0,0,7.3,123,0,0.0,0.0
2022-01-07 05:00:00,0.8068333,0.08406667,245.11934,3.3300002,0.0,23.0,534.0,249.83333,17.2,97,0.0,0,9.5,127,0,0.0,0.0
2022-01-07 06:00:00,0.47963333,0.0861,245.30933,2.0333333,0.0,8.0,0.0,471.63333,16.9,97,0.0,0,6.8,122,0,0.0,0.0
2022-01-07 07:00:00,1.7232,0.10606667,240.929,7.2066665,0.0,0.0,224.0,1499.2,17.4,97,0.0,1,8.6,112,1,25.0,37.1
2022-01-07 08:00:00,2.7444,0.10803333,240.45033,11.426666,667.0,31.0,1063.0,983.4,19.5,87,0.0,73,13.0,129,1,177.0,224.7
2022-01-07 09:00:00,1.8963,0.045533333,239.54965,7.8700004,601.0,0.0,1055.0,240.30002,21.6,73,0.0,25,13.1,127,1,348.0,407.7
2022-01-07 10:00:00,1.3449667,0.09443333,239.67934,5.57,0.0,30.0,1055.0,259.96667,23.5,62,0.0,26,13.6,127,1,564.0,663.6
2022-01-07 11:00:00,1.2525667,0.0807,238.3455,5.26,225.0,0.0,762.0,265.56665,25.1,54,0.0,18,12.6,127,1,690.0,805.2
2022-01-07 12:00:00,1.2284666,0.384,240.199,5.516667,638.0,34.0,0.0,556.4667,26.3,47,0.0,7,12.6,127,1,752.0,874.0
2022-01-07 13:00:00,0.6719,0.24780001,240.68584,3.04,0.0,0.0,0.0,671.9,27.1,43,0.0,3,13.0,134,1,760.0,887.4
2022-01-07 14:00:00,0.81556666,0.1617,240.83116,3.55,0.0,34.0,362.0,419.56668,27.6,41,0.0,34,12.7,145,1,682.0,804.4
2022-01-07 15:00:00,1.4516333,0.0987,241.859,5.9733334,0.0,0.0,1075.0,376.63333,27.7,39,0.0,43,13.0,156,1,513.0,610.4
2022-01-07 16:00:00,1.5712,0.13856667,241.79485,6.476667,0.0,32.0,1074.0,465.2,27.1,40,0.0,28,11.2,140,1,300.0,366.8
2022-01-07 17:00:00,1.4968,0.0918,238.84467,6.2433333,0.0,0.0,631.0,865.8,25.3,47,0.0,72,5.5,122,1,106.0,137.0
2022-01-07 18:00:00,2.6869667,0.30563334,237.50766,11.39,0.0,31.0,234.0,2421.9666,23.4,53,0.0,40,8.3,90,0,6.0,9.0
2022-01-07 19:00:00,3.9381666,0.2473,237.406,16.54,0.0,0.0,1036.0,2902.1667,22.7,56,0.0,100,11.3,99,0,0.0,0.0
2022-01-07 20:00:00,3.5360668,0.13980001,235.5305,15.05,469.0,34.0,1021.0,2012.0667,22.5,58,0.0,100,11.8,110,0,0.0,0.0
2022-01-07 21:00:00,4.548667,0.06593333,235.13617,19.453333,551.0,0.0,1005.0,2992.6667,21.9,65,0.0,29,12.1,117,0,0.0,0.0
2022-01-07 22:00:00,3.0650668,0.08923333,239.19968,12.983334,0.0,23.0,0.0,3042.0667,20.6,78,0.0,5,11.9,119,0,0.0,0.0
2022-01-07 23:00:00,2.4192,0.1228,241.93,10.266666,0.0,8.0,0.0,2411.2,20.0,85,0.0,4,10.7,132,0,0.0,0.0
2022-01-08 00:00:00,1.6982332,0.08246667,243.02032,7.436667,0.0,2.0,0.0,1696.2333,19.6,89,0.0,9,12.5,136,0,0.0,0.0
2022-01-08 01:00:00,1.7228,0.117400005,243.8125,7.55,0.0,29.0,0.0,1693.8,19.3,91,0.0,41,13.8,129,0,0.0,0.0
2022-01-08 02:00:00,1.7007667,0.06813333,243.84134,7.51,0.0,0.0,0.0,1700.7667,18.8,92,0.0,78,12.1,120,0,0.0,0.0
2022-01-08 03:00:00,1.7715334,0.10666667,243.687,7.6566668,0.0,31.0,0.0,1740.5333,18.3,96,0.0,76,11.6,126,0,0.0,0.0
2022-01-08 04:00:00,1.8916,0.06436667,243.00601,8.156667,0.0,0.0,124.0,1767.6,18.1,97,0.0,90,12.0,131,0,0.0,0.0
2022-01-08 05:00:00,2.2291,0.11276666,242.44917,9.53,0.0,28.0,424.0,1777.1,18.8,93,0.0,100,13.5,132,0,0.0,0.0
2022-01-08 06:00:00,1.6493666,0.071833335,242.46683,7.24,0.0,3.0,0.0,1646.3667,19.1,91,0.0,100,14.8,137,0,0.0,0.0
2022-01-08 07:00:00,4.023367,0.055533335,237.767,16.983334,0.0,0.0,651.0,3372.3667,19.4,90,0.0,89,16.3,137,1,10.0,12.1
2022-01-08 08:00:00,4.190833,0.09536667,239.10318,17.556667,0.0,31.0,1050.0,3109.8333,20.9,80,0.1,100,16.7,147,1,123.0,145.9
2022-01-08 09:00:00,3.2463999,0.07813334,240.8125,13.53,0.0,0.0,1066.0,2180.4,22.2,73,0.1,100,14.5,157,1,240.0,255.3
2022-01-08 10:00:00,2.9721668,0.20293333,239.137,12.559999,0.0,31.0,516.0,2425.1667,22.5,71,0.1,99,12.1,163,1,186.0,187.0
2022-01-08 11:00:00,3.159,0.10573333,237.71501,13.303333,0.0,0.0,649.0,2510.0,24.5,60,0.0,69,9.8,163,1,312.0,322.2
2022-01-08 12:00:00,2.9287999,0.09096667,238.7565,12.35,0.0,10.0,574.0,2344.8,26.6,51,0.0,100,8.0,172,1,538.0,593.1
2022-01-08 13:00:00,3.4063,0.1617,239.85083,14.3133335,0.0,21.0,1057.0,2328.3,27.2,49,0.1,61,9.4,157,1,535.0,571.0
2022-01-08 14:00:00,3.7579665,0.2449,240.50099,15.759999,0.0,0.0,1063.0,2694.9666,27.4,48,0.0,55,9.8,156,1,472.0,525.7
2022-01-08 15:00:00,4.0491,0.33096665,241.31349,16.896666,0.0,31.0,1070.0,2948.1,27.7,46,0.0,45,10.2,162,1,439.0,506.7
2022-01-08 16:00:00,4.3490996,0.4026,240.47684,18.216667,76.0,65.0,1063.0,3145.1,26.9,48,0.0,41,9.9,147,1,249.0,295.1
2022-01-08 17:00:00,5.4525332,0.21596667,233.64418,23.359999,971.0,40.0,1005.0,3436.5334,25.5,54,0.0,49,10.5,142,1,96.0,118.7
2022-01-08 18:00:00,3.8793998,0.099766664,238.0005,16.363333,0.0,1.0,1041.0,2837.4,23.7,62,0.0,32,11.2,132,0,7.0,8.4
2022-01-08 19:00:00,4.117833,0.20533332,238.72932,17.3,0.0,36.0,1048.0,3033.8335,22.5,69,0.0,11,11.8,128,0,0.0,0.0
2022-01-08 20:00:00,4.1814,0.12476667,238.51883,17.596668,0.0,21.0,1045.0,3115.4,21.6,74,0.0,23,8.5,126,0,0.0,0.0
2022-01-08 21:00:00,3.2884333,0.23576666,238.59467,13.8933325,0.0,13.0,340.0,2935.4333,21.0,77,0.0,16,8.0,126,0,0.0,0.0
2022-01-08 22:00:00,4.3279333,0.28903332,238.19034,18.31,866.0,30.0,0.0,3431.9333,20.4,80,0.0,15,7.0,125,0,0.0,0.0
2022-01-08 23:00:00,5.5624666,0.12806667,239.8715,23.3,756.0,2.0,940.0,3864.4666,20.0,82,0.0,14,7.6,135,0,0.0,0.0
2022-01-09 00:00:00,4.028,0.09066667,239.11266,17.08,0.0,30.0,1052.0,2946.0,19.7,84,0.0,1,8.4,140,0,0.0,0.0
2022-01-09 01:00:00,3.2756999,0.051766668,237.61066,14.016666,437.0,2.0,1038.0,1798.7,19.0,90,0.0,0,7.7,143,0,0.0,0.0
2022-01-09 02:00:00,2.3030334,0.10373333,244.43266,10.066667,461.0,22.0,220.0,1600.0333,18.5,94,0.0,1,6.0,147,0,0.0,0.0
2022-01-09 03:00:00,1.6067666,0.0719,246.862,7.3466663,0.0,9.0,0.0,1597.7666,18.4,94,0.0,0,7.9,133,0,0.0,0.0
