time,temperature,humidity,precipitation,cloud_cover,wind_speed,wind_direction,is_day,GHI,GTI
2022-01-05 16:00:00,26.6,44,0.0,6,11.3,112,1,329.0,411.5
2022-01-05 17:00:00,24.7,52,0.0,0,9.4,113,1,131.0,183.4
2022-01-05 18:00:00,22.6,58,0.0,0,9.2,116,0,6.0,9.1
2022-01-05 19:00:00,21.4,63,0.0,0,7.9,114,0,0.0,0.0
2022-01-05 20:00:00,20.4,68,0.0,0,7.4,119,0,0.0,0.0
2022-01-05 21:00:00,19.6,72,0.0,0,7.4,133,0,0.0,0.0
2022-01-05 22:00:00,18.9,75,0.0,0,7.4,129,0,0.0,0.0
2022-01-05 23:00:00,18.3,79,0.0,0,7.4,129,0,0.0,0.0
2022-01-06 00:00:00,18.1,81,0.0,0,7.9,133,0,0.0,0.0
2022-01-06 01:00:00,17.5,84,0.0,0,7.1,139,0,0.0,0.0
2022-01-06 02:00:00,17.2,85,0.0,0,7.8,146,0,0.0,0.0
2022-01-06 03:00:00,16.2,89,0.0,0,7.1,156,0,0.0,0.0
2022-01-06 04:00:00,15.5,91,0.0,0,9.6,167,0,0.0,0.0
2022-01-06 05:00:00,16.3,91,0.0,0,7.2,162,0,0.0,0.0
2022-01-06 06:00:00,15.7,93,0.0,0,7.5,145,0,0.0,0.0
2022-01-06 07:00:00,16.4,94,0.0,0,5.6,135,1,26.0,39.3
2022-01-06 08:00:00,19.5,81,0.0,0,5.7,125,1,195.0,261.9
2022-01-06 09:00:00,22.4,66,0.0,0,9.5,127,1,408.0,506.9
2022-01-06 10:00:00,24.6,53,0.0,0,11.4,125,1,596.0,716.5
2022-01-06 11:00:00,26.1,42,0.0,0,12.7,125,1,727.0,859.8
2022-01-06 12:00:00,27.1,37,0.0,0,13.7,125,1,788.0,925.6
2022-01-06 13:00:00,27.5,35,0.0,0,14.7,126,1,778.0,914.8
2022-01-06 14:00:00,27.6,35,0.0,0,14.2,126,1,694.0,823.5
2022-01-06 15:00:00,27.3,36,0.0,0,14.2,126,1,545.0,659.9
2022-01-06 16:00:00,26.5,39,0.0,0,13.8,123,1,349.0,440.6
2022-01-06 17:00:00,24.4,51,0.0,0,9.4,113,1,137.0,193.2
2022-01-06 18:00:00,22.2,62,0.0,0,7.3,110,0,7.0,10.0
2022-01-06 19:00:00,21.2,68,0.0,0,7.9,93,0,0.0,0.0
2022-01-06 20:00:00,20.5,71,0.0,0,8.0,85,0,0.0,0.0
2022-01-06 21:00:00,19.5,76,0.0,0,6.2,83,0,0.0,0.0
2022-01-06 22:00:00,18.7,80,0.0,0,6.6,77,0,0.0,0.0
2022-01-06 23:00:00,18.6,79,0.0,27,6.6,81,0,0.0,0.0
2022-01-07 00:00:00,18.9,77,0.0,8,9.4,122,0,0.0,0.0
2022-01-07 01:00:00,18.3,85,0.0,0,8.4,133,0,0.0,0.0
2022-01-07 02:00:00,17.7,92,0.0,0,8.1,122,0,0.0,0.0
2022-01-07 03:00:00,17.4,95,0.0,0,7.3,123,0,0.0,0.0
2022-01-07 04:00:00,17.1,95,0.0,0,7.3,123,0,0.0,0.0
2022-01-07 05:00:00,17.2,97,0.0,0,9.5,127,0,0.0,0.0
2022-01-07 06:00:00,16.9,97,0.0,0,6.8,122,0,0.0,0.0
2022-01-07 07:00:00,17.4,97,0.0,1,8.6,112,1,25.0,37.1
2022-01-07 08:00:00,19.5,87,0.0,73,13.0,129,1,177.0,224.7
2022-01-07 09:00:00,21.6,73,0.0,25,13.1,127,1,348.0,407.7
2022-01-07 10:00:00,23.5,62,0.0,26,13.6,127,1,564.0,663.6
2022-01-07 11:00:00,25.1,54,0.0,18,12.6,127,1,690.0,805.2
2022-01-07 12:00:00,26.3,47,0.0,7,12.6,127,1,752.0,874.0
2022-01-07 13:00:00,27.1,43,0.0,3,13.0,134,1,760.0,887.4
2022-01-07 14:00:00,27.6,41,0.0,34,12.7,145,1,682.0,804.4
2022-01-07 15:00:00,27.7,39,0.0,43,13.0,156,1,513.0,610.4
2022-01-07 16:00:00,27.1,40,0.0,28,11.2,140,1,300.0,366.8
2022-01-07 17:00:00,25.3,47,0.0,72,5.5,122,1,106.0,137.0
2022-01-07 18:00:00,23.4,53,0.0,40,8.3,90,0,6.0,9.0
2022-01-07 19:00:00,22.7,56,0.0,100,11.3,99,0,0.0,0.0
2022-01-07 20:00:00,22.5,58,0.0,100,11.8,110,0,0.0,0.0
2022-01-07 21:00:00,21.9,65,0.0,29,12.1,117,0,0.0,0.0
2022-01-07 22:00:00,20.6,78,0.0,5,11.9,119,0,0.0,0.0
2022-01-07 23:00:00,20.0,85,0.0,4,10.7,132,0,0.0,0.0
2022-01-08 00:00:00,19.6,89,0.0,9,12.5,136,0,0.0,0.0
2022-01-08 01:00:00,19.3,91,0.0,41,13.8,129,0,0.0,0.0
2022-01-08 02:00:00,18.8,92,0.0,78,12.1,120,0,0.0,0.0
2022-01-08 03:00:00,18.3,96,0.0,76,11.6,126,0,0.0,0.0
2022-01-08 04:00:00,18.1,97,0.0,90,12.0,131,0,0.0,0.0
2022-01-08 05:00:00,18.8,93,0.0,100,13.5,132,0,0.0,0.0
2022-01-08 06:00:00,19.1,91,0.0,100,14.8,137,0,0.0,0.0
2022-01-08 07:00:00,19.4,90,0.0,89,16.3,137,1,10.0,12.1
2022-01-08 08:00:00,20.9,80,0.1,100,16.7,147,1,123.0,145.9
2022-01-08 09:00:00,22.2,73,0.1,100,14.5,157,1,240.0,255.3
2022-01-08 10:00:00,22.5,71,0.1,99,12.1,163,1,186.0,187.0
2022-01-08 11:00:00,24.5,60,0.0,69,9.8,163,1,312.0,322.2
2022-01-08 12:00:00,26.6,51,0.0,100,8.0,172,1,538.0,593.1
2022-01-08 13:00:00,27.2,49,0.1,61,9.4,157,1,535.0,571.0
2022-01-08 14:00:00,27.4,48,0.0,55,9.8,156,1,472.0,525.7
2022-01-08 15:00:00,27.7,46,0.0,45,10.2,162,1,439.0,506.7
2022-01-08 16:00:00,26.9,48,0.0,41,9.9,147,1,249.0,295.1
2022-01-08 17:00:00,25.5,54,0.0,49,10.5,142,1,96.0,118.7
2022-01-08 18:00:00,23.7,62,0.0,32,11.2,132,0,7.0,8.4
2022-01-08 19:00:00,22.5,69,0.0,11,11.8,128,0,0.0,0.0
2022-01-08 20:00:00,21.6,74,0.0,23,8.5,126,0,0.0,0.0
2022-01-08 21:00:00,21.0,77,0.0,16,8.0,126,0,0.0,0.0
2022-01-08 22:00:00,20.4,80,0.0,15,7.0,125,0,0.0,0.0
2022-01-08 23:00:00,20.0,82,0.0,14,7.6,135,0,0.0,0.0
2022-01-09 00:00:00,19.7,84,0.0,1,8.4,140,0,0.0,0.0
2022-01-09 01:00:00,19.0,90,0.0,0,7.7,143,0,0.0,0.0
2022-01-09 02:00:00,18.5,94,0.0,1,6.0,147,0,0.0,0.0
2022-01-09 03:00:00,18.4,94,0.0,0,7.9,133,0,0.0,0.0
2022-01-09 04:00:00,18.2,95,0.0,0,9.2,129,0,0.0,0.0
2022-01-09 05:00:00,18.0,96,0.0,3,7.5,125,0,0.0,0.0
2022-01-09 06:00:00,18.0,96,0.0,54,8.2,131,0,0.0,0.0
2022-01-09 07:00:00,18.7,92,0.0,7,9.2,135,1,23.0,32.8
2022-01-09 08:00:00,20.9,81,0.0,0,8.4,133,1,177.0,232.4
2022-01-09 09:00:00,23.1,71,0.0,9,12.0,139,1,378.0,460.6
2022-01-09 10:00:00,25.0,63,0.0,28,12.7,151,1,564.0,669.4
2022-01-09 11:00:00,26.4,55,0.1,25,12.1,168,1,631.0,728.9
2022-01-09 12:00:00,27.4,49,0.0,25,11.9,177,1,656.0,749.5
2022-01-09 13:00:00,28.4,44,0.0,20,10.4,182,1,600.0,682.6
2022-01-09 14:00:00,29.0,41,0.0,25,11.2,195,1,580.0,668.2
2022-01-09 15:00:00,29.0,39,0.0,34,11.4,204,1,428.0,498.0
2022-01-09 16:00:00,28.7,39,0.0,54,11.9,215,1,285.0,347.5
2022-01-09 17:00:00,26.3,50,0.0,53,5.4,217,1,94.0,120.2
2022-01-09 18:00:00,23.6,60,0.0,38,6.6,167,0,7.0,9.8
2022-01-09 19:00:00,24.1,57,0.0,44,3.1,126,0,0.0,0.0
2022-01-09 20:00:00,21.7,71,0.0,43,4.8,42,0,0.0,0.0
2022-01-09 21:00:00,21.5,73,0.0,39,3.4,328,0,0.0,0.0
2022-01-09 22:00:00,20.6,79,0.0,14,2.9,353,0,0.0,0.0
2022-01-09 23:00:00,20.4,78,0.0,10,5.4,90,0,0.0,0.0
2022-01-10 00:00:00,20.1,81,0.0,49,8.0,117,0,0.0,0.0
2022-01-10 01:00:00,19.9,85,0.0,87,6.9,129,0,0.0,0.0
2022-01-10 02:00:00,19.6,89,0.2,88,5.5,122,0,0.0,0.0
2022-01-10 03:00:00,18.6,96,0.2,94,4.6,108,0,0.0,0.0
2022-01-10 04:00:00,18.8,96,0.2,88,6.1,118,0,0.0,0.0
2022-01-10 05:00:00,18.5,96,0.0,45,5.2,74,0,0.0,0.0
2022-01-10 06:00:00,18.6,98,0.0,100,8.6,345,0,0.0,0.0
2022-01-10 07:00:00,19.9,87,0.1,96,9.6,347,1,11.0,10.8
2022-01-10 08:00:00,20.8,79,0.0,86,5.5,23,1,106.0,125.8
2022-01-10 09:00:00,22.1,74,0.0,76,1.6,63,1,233.0,265.3
2022-01-10 10:00:00,23.8,67,0.0,100,4.0,180,1,417.0,463.6
2022-01-10 11:00:00,25.2,61,0.0,100,5.8,176,1,486.0,520.4
2022-01-10 12:00:00,26.0,59,0.2,30,6.8,180,1,597.0,673.3
2022-01-10 13:00:00,26.4,58,0.4,48,10.9,171,1,658.0,747.2
2022-01-10 14:00:00,26.1,58,0.1,60,10.6,156,1,428.0,479.8
2022-01-10 15:00:00,26.5,55,0.0,100,9.8,156,1,351.0,389.0
2022-01-10 16:00:00,26.2,55,0.0,97,6.1,177,1,164.0,187.6
2022-01-10 17:00:00,23.4,70,0.0,38,8.0,280,1,83.0,100.7
2022-01-10 18:00:00,21.3,85,0.9,63,8.3,270,0,5.0,6.4
2022-01-10 19:00:00,21.0,88,0.1,8,6.1,130,0,0.0,0.0
2022-01-10 20:00:00,19.4,95,0.0,78,6.2,83,0,0.0,0.0
2022-01-10 21:00:00,19.9,92,0.2,35,7.6,172,0,0.0,0.0
2022-01-10 22:00:00,19.0,95,0.0,22,7.7,127,0,0.0,0.0
2022-01-10 23:00:00,18.4,95,0.0,2,7.2,108,0,0.0,0.0
2022-01-11 00:00:00,18.0,96,0.0,4,8.4,97,0,0.0,0.0
2022-01-11 01:00:00,17.7,97,0.0,8,10.9,96,0,0.0,0.0
2022-01-11 02:00:00,17.4,99,0.0,100,10.7,102,0,0.0,0.0
2022-01-11 03:00:00,17.6,99,0.0,100,11.0,109,0,0.0,0.0
2022-01-11 04:00:00,18.0,98,0.0,100,10.8,111,0,0.0,0.0
2022-01-11 05:00:00,18.8,98,0.0,100,10.6,118,0,0.0,0.0
2022-01-11 06:00:00,19.4,95,0.0,100,11.8,128,0,0.0,0.0
2022-01-11 07:00:00,19.8,93,0.0,100,13.0,134,1,9.0,8.8
2022-01-11 08:00:00,20.9,85,0.0,100,14.6,142,1,102.0,108.6
2022-01-11 09:00:00,22.8,73,0.1,100,14.2,153,1,231.0,247.5
2022-01-11 10:00:00,24.7,63,0.0,100,12.1,163,1,353.0,373.8
2022-01-11 11:00:00,25.1,62,0.1,72,10.9,172,1,308.0,319.2
2022-01-11 12:00:00,25.8,59,0.0,100,10.5,174,1,383.0,396.3
2022-01-11 13:00:00,26.9,54,0.0,100,10.4,182,1,393.0,415.0
2022-01-11 14:00:00,25.8,58,0.3,66,12.4,158,1,231.0,232.6
2022-01-11 15:00:00,24.8,65,1.5,59,5.5,101,1,403.0,466.3
2022-01-11 16:00:00,23.0,73,0.9,91,7.0,102,1,246.0,286.5
2022-01-11 17:00:00,20.4,83,0.1,76,13.0,34,1,86.0,104.5
2022-01-11 18:00:00,20.0,85,0.0,57,3.7,29,0,6.0,7.3
2022-01-11 19:00:00,19.8,87,0.0,77,8.4,31,0,0.0,0.0
2022-01-11 20:00:00,19.6,89,0.2,19,6.3,77,0,0.0,0.0
2022-01-11 21:00:00,18.9,93,0.0,64,3.6,90,0,0.0,0.0
2022-01-11 22:00:00,18.6,95,0.0,13,13.0,109,0,0.0,0.0
2022-01-11 23:00:00,18.0,97,0.0,10,8.7,95,0,0.0,0.0
2022-01-12 00:00:00,17.5,98,0.0,19,8.9,104,0,0.0,0.0
2022-01-12 01:00:00,17.4,99,0.0,100,10.3,102,0,0.0,0.0
2022-01-12 02:00:00,17.2,100,0.0,100,10.8,105,0,0.0,0.0
2022-01-12 03:00:00,17.3,98,0.0,100,10.0,103,0,0.0,0.0
2022-01-12 04:00:00,17.4,97,0.0,100,10.5,96,0,0.0,0.0
2022-01-12 05:00:00,17.4,97,0.0,100,6.2,97,0,0.0,0.0
2022-01-12 06:00:00,18.0,96,1.0,94,5.7,125,0,0.0,0.0
2022-01-12 07:00:00,18.1,94,0.1,61,10.2,122,1,16.0,20.2
2022-01-12 08:00:00,19.4,89,0.0,29,7.3,123,1,155.0,190.5
2022-01-12 09:00:00,21.2,78,0.0,25,8.2,113,1,346.0,410.9
2022-01-12 10:00:00,22.8,70,0.0,100,9.9,134,1,481.0,544.9
2022-01-12 11:00:00,23.7,67,0.1,50,8.4,149,1,504.0,549.7
2022-01-12 12:00:00,25.0,61,0.3,41,10.3,168,1,632.0,719.3
2022-01-12 13:00:00,25.4,61,0.2,29,12.7,173,1,627.0,715.1
2022-01-12 14:00:00,24.7,64,1.2,84,10.9,171,1,511.0,576.1
2022-01-12 15:00:00,25.3,63,0.2,59,5.2,192,1,426.0,491.0
2022-01-12 16:00:00,25.4,61,0.0,25,1.6,297,1,189.0,212.0
2022-01-12 17:00:00,21.4,80,0.1,55,5.7,72,1,106.0,134.9
2022-01-12 18:00:00,19.7,92,0.0,23,4.7,90,0,8.0,10.7
2022-01-12 19:00:00,19.5,93,0.0,23,4.7,94,0,0.0,0.0
2022-01-12 20:00:00,19.1,95,0.0,12,5.8,90,0,0.0,0.0
2022-01-12 21:00:00,18.7,96,0.0,0,6.8,93,0,0.0,0.0
2022-01-12 22:00:00,18.5,97,0.0,2,8.5,102,0,0.0,0.0
2022-01-12 23:00:00,18.3,98,0.0,100,9.7,105,0,0.0,0.0
2022-01-13 00:00:00,18.3,100,0.0,100,10.1,92,0,0.0,0.0
2022-01-13 01:00:00,18.7,98,0.0,100,12.9,103,0,0.0,0.0
2022-01-13 02:00:00,18.7,96,0.0,100,12.8,106,0,0.0,0.0
2022-01-13 03:00:00,18.3,97,0.0,100,12.0,106,0,0.0,0.0
2022-01-13 04:00:00,18.3,96,0.0,100,10.1,96,0,0.0,0.0
2022-01-13 05:00:00,18.4,95,0.1,100,9.0,85,0,0.0,0.0
2022-01-13 06:00:00,18.5,94,0.1,100,11.9,87,0,0.0,0.0
2022-01-13 07:00:00,18.6,94,0.0,100,11.2,84,1,6.0,5.9
2022-01-13 08:00:00,19.2,91,0.1,100,9.8,84,1,38.0,37.3
2022-01-13 09:00:00,19.8,89,0.2,100,9.7,92,1,86.0,84.5
2022-01-13 10:00:00,20.0,89,0.5,100,9.8,114,1,101.0,99.2
2022-01-13 11:00:00,22.0,80,0.2,100,9.5,119,1,429.0,460.8
2022-01-13 12:00:00,23.5,71,0.0,100,8.9,117,1,464.0,485.1
2022-01-13 13:00:00,23.7,70,0.1,100,9.3,126,1,385.0,389.8
2022-01-13 14:00:00,23.6,69,0.0,100,8.1,135,1,244.0,246.4
2022-01-13 15:00:00,24.3,65,0.0,93,6.0,123,1,254.0,263.0
2022-01-13 16:00:00,24.2,65,0.0,70,7.1,105,1,182.0,189.8
2022-01-13 17:00:00,23.5,68,0.0,60,5.2,102,1,118.0,150.4
2022-01-13 18:00:00,21.2,80,0.0,82,8.4,80,0,10.0,13.9
2022-01-13 19:00:00,20.2,87,0.0,30,7.2,87,0,0.0,0.0
2022-01-13 20:00:00,19.9,89,0.1,36,7.6,115,0,0.0,0.0
2022-01-13 21:00:00,19.5,93,0.0,83,11.2,92,0,0.0,0.0
2022-01-13 22:00:00,18.7,98,0.0,89,10.4,88,0,0.0,0.0
2022-01-13 23:00:00,18.4,100,0.0,100,11.2,96,0,0.0,0.0
2022-01-14 00:00:00,18.6,99,0.0,100,14.6,106,0,0.0,0.0
2022-01-14 01:00:00,18.6,100,0.0,100,15.6,105,0,0.0,0.0
2022-01-14 02:00:00,18.7,99,0.0,100,13.2,112,0,0.0,0.0
2022-01-14 03:00:00,18.8,99,0.0,100,12.4,120,0,0.0,0.0
2022-01-14 04:00:00,18.8,99,0.0,100,12.0,123,0,0.0,0.0
2022-01-14 05:00:00,19.0,95,0.0,100,12.2,114,0,0.0,0.0
2022-01-14 06:00:00,19.0,96,0.2,97,11.3,117,0,0.0,0.0
2022-01-14 07:00:00,19.3,96,0.1,73,10.2,122,1,14.0,17.1
2022-01-14 08:00:00,20.5,90,0.0,44,10.4,134,1,139.0,163.5
2022-01-14 09:00:00,22.0,82,0.1,39,9.5,143,1,310.0,360.2
2022-01-14 10:00:00,23.8,69,0.1,100,10.6,152,1,437.0,478.4
2022-01-14 11:00:00,24.3,64,0.2,33,10.8,165,1,443.0,471.6
2022-01-14 12:00:00,25.4,58,0.2,39,9.7,180,1,593.0,660.3
2022-01-14 13:00:00,26.4,52,0.1,31,9.7,180,1,630.0,709.5
2022-01-14 14:00:00,27.1,47,0.0,17,10.5,188,1,557.0,630.2
2022-01-14 15:00:00,27.5,44,0.0,22,10.4,200,1,462.0,539.7
2022-01-14 16:00:00,27.2,44,0.0,41,10.9,214,1,325.0,394.1
2022-01-14 17:00:00,25.1,52,0.0,29,8.9,230,1,115.0,151.0
2022-01-14 18:00:00,22.1,67,0.0,21,7.2,198,0,9.0,12.9
2022-01-14 19:00:00,21.0,73,0.0,17,5.2,106,0,0.0,0.0
2022-01-14 20:00:00,20.0,86,0.0,15,7.6,98,0,0.0,0.0
2022-01-14 21:00:00,19.3,93,0.0,15,6.5,109,0,0.0,0.0
2022-01-14 22:00:00,18.8,96,0.0,3,7.6,85,0,0.0,0.0
2022-01-14 23:00:00,18.3,97,0.0,2,10.1,90,0,0.0,0.0
2022-01-15 00:00:00,17.6,97,0.0,5,11.2,90,0,0.0,0.0
2022-01-15 01:00:00,16.8,98,0.0,100,11.3,83,0,0.0,0.0
2022-01-15 02:00:00,17.3,97,0.0,100,12.6,70,0,0.0,0.0
2022-01-15 03:00:00,17.4,95,0.0,100,11.5,70,0,0.0,0.0
2022-01-15 04:00:00,17.7,93,0.0,100,9.2,69,0,0.0,0.0
2022-01-15 05:00:00,17.7,94,0.0,100,8.1,69,0,0.0,0.0
2022-01-15 06:00:00,18.2,91,0.1,100,6.2,80,0,0.0,0.0
2022-01-15 07:00:00,18.3,90,0.1,100,7.0,69,1,11.0,11.9
2022-01-15 08:00:00,19.3,85,0.0,100,7.6,82,1,112.0,120.3
2022-01-15 09:00:00,21.0,78,0.0,100,8.0,80,1,311.0,347.8
2022-01-15 10:00:00,22.5,71,0.0,100,8.4,80,1,403.0,429.0
2022-01-15 11:00:00,22.8,70,0.0,100,9.8,82,1,390.0,402.9
2022-01-15 12:00:00,23.8,66,0.1,23,10.1,88,1,568.0,623.6
2022-01-15 13:00:00,24.8,59,0.1,27,8.6,90,1,696.0,793.0
2022-01-15 14:00:00,25.3,56,0.1,18,6.6,103,1,621.0,715.8
2022-01-15 15:00:00,25.5,54,0.0,23,6.3,103,1,514.0,604.0
2022-01-15 16:00:00,25.1,55,0.0,12,6.9,84,1,323.0,389.2
2022-01-15 17:00:00,24.1,62,0.0,24,6.4,74,1,131.0,169.0
2022-01-15 18:00:00,22.0,72,0.2,46,5.4,48,0,9.0,12.8
2022-01-15 19:00:00,20.8,81,0.1,28,7.7,28,0,0.0,0.0
2022-01-15 20:00:00,19.9,86,0.1,33,5.6,50,0,0.0,0.0
2022-01-15 21:00:00,19.6,88,0.0,100,5.2,115,0,0.0,0.0
2022-01-15 22:00:00,19.3,90,0.0,96,4.6,108,0,0.0,0.0
2022-01-15 23:00:00,18.3,94,0.0,97,4.7,90,0,0.0,0.0
2022-01-16 00:00:00,17.8,95,0.0,99,5.2,65,0,0.0,0.0
2022-01-16 01:00:00,17.6,96,0.0,93,6.3,59,0,0.0,0.0
2022-01-16 02:00:00,17.2,96,0.0,22,5.6,50,0,0.0,0.0
